序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,518000,12.24%
2,6223,旺矽,109000,6.75%
3,2454,聯發科,121000,4.77%
4,2383,台光電子,88000,4.63%
5,2059,川湖,33000,3.91%
6,5274,信驊科技,23600,3.88%
7,3037,欣興,386000,3.81%
8,6274,台燿,239000,3.47%
9,2408,南亞科,654000,3.27%
10,2308,台達電子,174000,3.14%
11,6669,緯穎,50000,2.99%
12,2345,智邦,131000,2.82%
13,6515,穎崴,41000,2.79%
14,3189,景碩科技,333000,2.77%
15,3711,日月光投控,422000,2.64%
16,3017,奇鋐,87000,2.39%
17,2344,華邦電子,1235000,2.21%
18,8046,南電,185000,2.08%
19,2303,聯電,1635000,2.00%
20,2327,國巨*,344000,1.96%
21,7769,鴻勁,30000,1.87%
22,2885,元大金,2712000,1.84%
23,2360,致茂,87000,1.76%
24,3443,創意電子,35000,1.58%
25,3264,欣銓,616000,1.36%
26,3653,健策,33000,1.36%
27,3081,聯亞光電,53000,1.34%
28,2890,永豐金控,3102220,1.20%
29,3008,大立光電,27000,1.18%
30,2883,凱基金控,3695000,1.14%
31,2881,富邦金控,572000,0.73%
32,2347,聯強,730000,0.67%
33,2891,中信金,885000,0.59%
34,5289,宜鼎國際,40000,0.58%
35,2618,長榮航,1243000,0.53%
36,3702,大聯大,395000,0.51%
37,6446,藥華醫藥,36228,0.48%
38,1303,南亞,255000,0.47%
39,2395,研華,71000,0.47%
40,2882,國泰金,446000,0.45%
41,2027,大成鋼,908000,0.43%
42,4904,遠傳,414000,0.42%
43,2412,中華電,295000,0.40%
44,3231,緯創,198000,0.38%
45,3293,鈊象,39000,0.31%
46,2610,華航,1463000,0.30%
47,3481,群創光電,561000,0.29%
48,1590,亞德客-KY,18000,0.28%
49,1301,台塑,429000,0.24%
50,6257,矽格,103000,0.21%
