序號,股票代號,股票名稱,股數,權重(%)
1,3036,文曄,6178000,10.06%
2,2412,中華電,9489000,9.77%
3,2330,台積電,642000,8.79%
4,2303,聯電,18023000,8.14%
5,2454,聯發科,517000,6.51%
6,3044,健鼎科技,2067000,5.59%
7,2344,華邦電子,3238000,2.48%
8,1590,亞德客-KY,318000,2.33%
9,2327,國巨*,1118000,2.10%
10,3037,欣興,532000,1.57%
11,2383,台光電子,79000,1.30%
12,3105,穩懋,629000,1.28%
13,2360,致茂,135000,1.27%
14,3167,大量,603000,1.27%
15,6515,穎崴,32000,1.21%
16,2368,金像電子,205000,1.18%
17,3481,群創光電,5621000,1.18%
18,3533,嘉澤端子,101000,1.15%
19,6770,力積電,2554000,1.15%
20,8996,高力,217000,1.15%
21,2345,智邦,107000,1.12%
22,3017,奇鋐,89000,1.12%
23,2308,台達電子,120000,1.11%
24,2313,華通,802000,1.11%
25,2883,凱基金控,7138000,1.06%
26,3653,健策,44000,1.06%
27,5274,信驊科技,15000,1.05%
28,1303,南亞,1811000,1.02%
29,6285,啟碁科技,888000,1.02%
30,6805,富世達,81000,1.02%
31,6446,藥華醫藥,200000,1.01%
32,1560,中砂,292000,1.00%
33,6290,良維,607000,0.99%
34,2337,旺宏,1400000,0.98%
35,3715,定穎投控,922000,0.97%
36,2882,國泰金,1799000,0.95%
37,3324,雙鴻科技,140000,0.95%
38,6223,旺矽,45000,0.93%
39,1519,華城,138000,0.91%
40,1815,富喬工業,1226000,0.90%
41,2449,京元電子,435000,0.90%
42,6274,台燿,263000,0.90%
43,3264,欣銓,885000,0.89%
44,8299,群聯電子,73000,0.89%
45,6442,光聖,67000,0.87%
46,8021,尖點,538000,0.86%
47,4722,國精化學,675000,0.85%
48,8358,金居開發,479000,0.84%
49,3491,昇達科技,88000,0.79%
50,2408,南亞科,1000,0.00%
