序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,469000,8.85%
2,6223,旺矽,178000,8.64%
3,6515,穎崴,91000,7.63%
4,2383,台光電子,149000,6.23%
5,5274,信驊科技,37000,5.60%
6,3443,創意電子,118000,5.34%
7,2308,台達電子,224000,4.12%
8,2345,智邦,198000,4.09%
9,3017,奇鋐,162000,3.55%
10,3037,欣興,453000,3.43%
11,6669,緯穎,67000,3.17%
12,2368,金像電子,255000,2.92%
13,3665,貿聯-KY,105000,2.23%
14,7751,竑騰,150000,2.19%
15,2344,華邦電子,2098000,2.17%
16,2360,致茂,99000,2.02%
17,3264,欣銓,1019000,1.99%
18,8046,南電,265000,1.98%
19,3702,大聯大,1715000,1.61%
20,2454,聯發科,46000,1.36%
21,6274,台燿,95000,1.17%
22,3653,健策,31000,0.93%
23,7769,鴻勁,14000,0.88%
24,8210,勤誠興業,57000,0.74%
25,5289,宜鼎國際,45000,0.67%
26,2327,國巨*,184000,0.66%
27,3044,健鼎科技,147000,0.66%
28,4958,臻鼎-KY,177000,0.66%
29,8021,尖點,169000,0.64%
30,4749,新應材,58000,0.56%
31,6213,聯茂,241000,0.56%
32,2883,凱基金控,2825000,0.53%
33,3036,文曄,205000,0.49%
34,2049,上銀科技,154000,0.48%
35,8299,群聯電子,21000,0.47%
36,3533,嘉澤端子,19000,0.42%
37,3189,景碩科技,98000,0.41%
38,1590,亞德客-KY,32000,0.40%
39,3491,昇達科技,27000,0.39%
40,2313,華通,182000,0.37%
41,6415,矽力*-KY,94000,0.37%
42,2408,南亞科,129000,0.35%
43,3105,穩懋,81000,0.34%
44,6285,啟碁科技,150000,0.34%
45,3661,世芯-KY,8000,0.32%
46,3680,家登精密,62000,0.31%
47,6640,均華,26000,0.31%
48,6805,富世達,20000,0.31%
49,1303,南亞,397000,0.29%
50,6584,南俊國際,47000,0.27%
51,1815,富喬工業,293000,0.26%
