序號,股票代號,股票名稱,股數,權重(%)
1,2412,中華電,8281000,8.91%
2,3036,文曄,4905000,8.90%
3,2330,台積電,556000,8.18%
4,2303,聯電,15756000,7.33%
5,2454,聯發科,450000,5.72%
6,3044,健鼎科技,1818000,5.17%
7,1590,亞德客-KY,275000,2.21%
8,2344,華邦電子,2854000,2.19%
9,3037,欣興,524000,2.10%
10,2327,國巨*,979000,2.05%
11,6515,穎崴,25000,1.63%
12,3167,大量,565000,1.58%
13,2360,致茂,118000,1.55%
14,3533,嘉澤端子,85000,1.54%
15,2383,台光電子,65000,1.53%
16,3105,穩懋,503000,1.44%
17,2313,華通,708000,1.39%
18,3017,奇鋐,75000,1.36%
19,8996,高力,197000,1.33%
20,2337,旺宏,1290000,1.32%
21,7751,竑騰,100000,1.30%
22,2368,金像電子,176000,1.29%
23,2308,台達電子,102000,1.24%
24,2345,智邦,89000,1.19%
25,3715,定穎投控,802000,1.19%
26,6770,力積電,2241000,1.13%
27,6274,台燿,227000,1.10%
28,3491,昇達科技,87000,1.08%
29,6442,光聖,65000,1.08%
30,3653,健策,34000,1.07%
31,6285,啟碁科技,777000,1.07%
32,6223,旺矽,36000,1.05%
33,6805,富世達,67000,1.02%
34,1815,富喬工業,1208000,1.01%
35,2883,凱基金控,6223000,0.99%
36,3481,群創光電,4908000,0.98%
37,1303,南亞,1583000,0.95%
38,3324,雙鴻科技,120000,0.95%
39,8021,尖點,465000,0.95%
40,8358,金居開發,472000,0.94%
41,1560,中砂,250000,0.92%
42,3264,欣銓,766000,0.92%
43,2882,國泰金,1566000,0.89%
44,6290,良維,523000,0.89%
45,6446,藥華醫藥,170000,0.87%
46,2449,京元電子,375000,0.86%
47,1519,華城,116000,0.83%
48,4722,國精化學,590000,0.79%
49,8299,群聯電子,59000,0.78%
50,5274,信驊科技,6000,0.55%
