序號,股票代號,股票名稱,股數,權重(%)
1,3036,文曄,5878000,9.66%
2,2412,中華電,9489000,9.45%
3,2330,台積電,642000,8.76%
4,2303,聯電,18023000,8.03%
5,2454,聯發科,517000,6.50%
6,3044,健鼎科技,2067000,5.51%
7,2344,華邦電子,3238000,2.52%
8,1590,亞德客-KY,318000,2.27%
9,2327,國巨*,1118000,2.13%
10,3037,欣興,532000,1.66%
11,2383,台光電子,79000,1.38%
12,2360,致茂,135000,1.35%
13,3167,大量,603000,1.31%
14,6515,穎崴,32000,1.29%
15,3105,穩懋,629000,1.26%
16,2368,金像電子,205000,1.24%
17,8996,高力,217000,1.23%
18,3533,嘉澤端子,101000,1.17%
19,6770,力積電,2548000,1.17%
20,2308,台達電子,120000,1.14%
21,3481,群創光電,5608000,1.14%
22,2313,華通,802000,1.13%
23,2345,智邦,107000,1.13%
24,3653,健策,44000,1.13%
25,3017,奇鋐,89000,1.11%
26,2883,凱基金控,7122000,1.05%
27,6805,富世達,81000,1.05%
28,1303,南亞,1807000,1.04%
29,5274,信驊科技,15000,1.04%
30,6285,啟碁科技,888000,1.02%
31,1560,中砂,292000,1.01%
32,3715,定穎投控,919000,0.99%
33,6223,旺矽,45000,0.99%
34,6446,藥華醫藥,200000,0.99%
35,3324,雙鴻科技,140000,0.97%
36,3264,欣銓,885000,0.95%
37,2449,京元電子,435000,0.94%
38,2882,國泰金,1795000,0.94%
39,8299,群聯電子,73000,0.94%
40,1519,華城,138000,0.93%
41,2337,旺宏,1396000,0.93%
42,1815,富喬工業,1226000,0.91%
43,6274,台燿,263000,0.91%
44,6290,良維,607000,0.91%
45,8021,尖點,538000,0.90%
46,4722,國精化學,675000,0.85%
47,6442,光聖,67000,0.84%
48,8358,金居開發,479000,0.79%
49,3491,昇達科技,88000,0.75%
50,2408,南亞科,1000,0.00%
