序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,349000,8.32%
2,2454,聯發科,131000,6.70%
3,3037,欣興,519000,5.96%
4,3017,奇鋐,164000,5.65%
5,3443,創意電子,66000,5.45%
6,2383,台光電子,101000,4.94%
7,6669,緯穎,215191,4.41%
8,6223,旺矽,82000,4.30%
9,3189,景碩科技,431000,4.01%
10,5274,信驊科技,20600,3.96%
11,2408,南亞科,630000,3.07%
12,8046,南電,254000,3.05%
13,2303,聯電,1938000,2.89%
14,2059,川湖,20000,2.39%
15,2345,智邦,129000,2.37%
16,6274,台燿,159000,2.30%
17,3653,健策,34000,2.28%
18,2327,國巨*,388000,2.18%
19,2344,華邦電子,1238000,2.06%
20,2308,台達電子,108000,2.00%
21,3665,貿聯-KY,83000,1.88%
22,2455,全新,348000,1.87%
23,3008,大立光電,26000,1.57%
24,1303,南亞,571000,1.32%
25,4958,臻鼎-KY,255000,1.17%
26,1560,中砂,106000,1.00%
27,3324,雙鴻科技,38000,0.63%
28,8358,金居開發,121000,0.60%
29,2006,東和鋼鐵,699000,0.59%
30,2395,研華,84000,0.59%
31,3711,日月光投控,85000,0.58%
32,6213,聯茂,95000,0.55%
33,6805,富世達,22000,0.54%
34,2412,中華電,357000,0.50%
35,3081,聯亞光電,19000,0.50%
36,2347,聯強,474000,0.43%
37,2606,裕民,498000,0.37%
38,3532,台勝科,80000,0.35%
39,2360,致茂,15000,0.33%
40,2603,長榮海運,135000,0.32%
41,6505,台塑石化,378000,0.32%
42,3406,玉晶光,33000,0.29%
43,3044,健鼎科技,54000,0.28%
44,4904,遠傳,266000,0.27%
45,2301,光寶科技,89000,0.25%
46,2313,華通,110000,0.24%
47,6147,頎邦,113000,0.23%
48,2027,大成鋼,459000,0.21%
49,8299,群聯電子,10000,0.21%
50,2618,長榮航,487000,0.20%
51,3491,昇達科技,11000,0.17%
52,2885,元大金,105360,0.07%
53,5289,宜鼎國際,2872,0.04%
