序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,363000,8.39%
2,6223,旺矽,115000,5.92%
3,2383,台光電子,106000,5.68%
4,3017,奇鋐,134000,4.34%
5,3037,欣興,454000,4.19%
6,2454,聯發科,102000,4.18%
7,2059,川湖,30000,4.04%
8,2408,南亞科,763000,3.76%
9,6669,緯穎,47000,3.49%
10,6274,台燿,249000,3.43%
11,5274,信驊科技,20600,3.35%
12,2345,智邦,140000,2.94%
13,3443,創意電子,50000,2.85%
14,3189,景碩科技,304000,2.53%
15,8046,南電,216000,2.52%
16,2344,華邦電子,1496000,2.50%
17,6515,穎崴,34000,2.23%
18,3665,貿聯-KY,90000,1.98%
19,2308,台達電子,110000,1.95%
20,1303,南亞,821000,1.83%
21,2303,聯電,1338000,1.69%
22,3653,健策,29000,1.62%
23,2368,金像電子,113000,1.32%
24,3081,聯亞光電,37000,1.20%
25,2327,國巨*,202000,1.09%
26,3231,緯創,611000,1.06%
27,5289,宜鼎國際,73872,1.02%
28,3008,大立光電,13000,0.94%
29,8996,高力,82000,0.92%
30,4958,臻鼎-KY,171000,0.87%
31,3264,欣銓,367000,0.83%
32,6805,富世達,36000,0.78%
33,6139,亞翔工程,102000,0.75%
34,7769,鴻勁,13000,0.73%
35,2337,旺宏,550000,0.64%
36,8299,群聯電子,31000,0.63%
37,3711,日月光投控,100000,0.58%
38,2455,全新,113000,0.56%
39,8358,金居開發,108000,0.54%
40,2347,聯強,524000,0.43%
41,6147,頎邦,173000,0.30%
42,8210,勤誠興業,32000,0.30%
43,2885,元大金,439360,0.28%
44,3036,文曄,149000,0.28%
45,2301,光寶科技,87000,0.25%
46,6187,萬潤科技,19000,0.25%
47,2467,志聖,41000,0.24%
48,2883,凱基金控,729000,0.24%
49,3131,弘塑科技,10000,0.24%
50,3491,昇達科技,16000,0.23%
51,2890,永豐金控,566220,0.22%
52,2360,致茂,11000,0.21%
53,3044,健鼎科技,43000,0.21%
54,6239,力成,77000,0.21%
55,1560,中砂,28000,0.20%
56,2395,研華,29000,0.20%
57,6584,南俊國際,32000,0.20%
58,2313,華通,78000,0.19%
59,6196,帆宣,39000,0.19%
60,6415,矽力*-KY,45000,0.18%
61,3042,晶技,97000,0.17%
62,3702,大聯大,177000,0.17%
63,6213,聯茂,33000,0.17%
64,2449,京元電子,59000,0.16%
65,3661,世芯-KY,4000,0.16%
