序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,347000,8.42%
2,2454,聯發科,131000,6.60%
3,3037,欣興,492000,5.54%
4,3017,奇鋐,158000,5.33%
5,3443,創意電子,65000,5.29%
6,2383,台光電子,100000,4.88%
7,6669,緯穎,215191,4.40%
8,6223,旺矽,80000,4.37%
9,5274,信驊科技,20600,4.06%
10,3189,景碩科技,428000,3.77%
11,2408,南亞科,613000,3.07%
12,8046,南電,247000,2.90%
13,2303,聯電,1835000,2.85%
14,2059,川湖,20000,2.41%
15,2345,智邦,129000,2.37%
16,6274,台燿,159000,2.25%
17,2344,華邦電子,1228000,2.06%
18,2327,國巨*,365000,2.03%
19,2308,台達電子,108000,1.99%
20,3665,貿聯-KY,83000,1.89%
21,2455,全新,348000,1.87%
22,3008,大立光電,26000,1.56%
23,3653,健策,22000,1.37%
24,1303,南亞,571000,1.26%
25,4958,臻鼎-KY,255000,1.17%
26,1560,中砂,93000,0.86%
27,8358,金居開發,121000,0.58%
28,6805,富世達,22000,0.56%
29,3324,雙鴻科技,35000,0.54%
30,2006,東和鋼鐵,628000,0.52%
31,2395,研華,76000,0.52%
32,3711,日月光投控,76000,0.51%
33,6213,聯茂,95000,0.50%
34,3081,聯亞光電,19000,0.49%
35,2412,中華電,319000,0.45%
36,2347,聯強,465000,0.43%
37,2606,裕民,446000,0.33%
38,2360,致茂,14000,0.32%
39,3532,台勝科,70000,0.30%
40,2603,長榮海運,121000,0.29%
41,6505,台塑石化,339000,0.29%
42,3044,健鼎科技,54000,0.28%
43,3406,玉晶光,29000,0.25%
44,2313,華通,110000,0.24%
45,4904,遠傳,237000,0.24%
46,6147,頎邦,113000,0.24%
47,2301,光寶科技,80000,0.22%
48,8299,群聯電子,10000,0.22%
49,2027,大成鋼,416000,0.19%
50,2618,長榮航,429000,0.18%
51,3491,昇達科技,10000,0.15%
52,2885,元大金,105360,0.07%
53,5289,宜鼎國際,2872,0.04%
