序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,375000,8.84%
2,6223,旺矽,115000,6.40%
3,2383,台光電子,114000,6.19%
4,3037,欣興,558000,5.99%
5,2059,川湖,33000,4.75%
6,3017,奇鋐,157000,4.48%
7,6274,台燿,304000,4.42%
8,5274,信驊科技,26600,4.02%
9,2408,南亞科,771000,3.86%
10,2454,聯發科,102000,3.84%
11,6669,緯穎,56000,3.53%
12,2345,智邦,150000,3.10%
13,2344,華邦電子,1593000,2.82%
14,3189,景碩科技,351000,2.79%
15,8046,南電,246000,2.79%
16,3443,創意電子,49000,2.63%
17,6515,穎崴,40000,2.46%
18,2308,台達電子,110000,1.91%
19,3653,健策,37000,1.91%
20,3665,貿聯-KY,88000,1.80%
21,2303,聯電,1419000,1.75%
22,7769,鴻勁,27000,1.69%
23,5289,宜鼎國際,93000,1.46%
24,2327,國巨*,241000,1.33%
25,3711,日月光投控,199000,1.18%
26,8299,群聯電子,37000,0.79%
27,3081,聯亞光電,26000,0.72%
28,2337,旺宏,440000,0.55%
29,2301,光寶科技,174000,0.50%
30,2347,聯強,562000,0.50%
31,2360,致茂,23000,0.48%
32,2885,元大金,767360,0.48%
33,6187,萬潤科技,39000,0.47%
34,2883,凱基金控,1443000,0.45%
35,3231,緯創,258000,0.45%
36,2467,志聖,82000,0.44%
37,2890,永豐金控,1124220,0.44%
38,2455,全新,113000,0.43%
39,3491,昇達科技,33000,0.43%
40,2368,金像電子,42000,0.40%
41,3264,欣銓,193000,0.40%
42,8996,高力,35000,0.40%
43,1560,中砂,58000,0.39%
44,2395,研華,60000,0.39%
45,6196,帆宣,79000,0.39%
46,6584,南俊國際,65000,0.38%
47,6139,亞翔工程,49000,0.37%
48,8358,金居開發,87000,0.36%
49,3661,世芯-KY,9000,0.34%
50,6213,聯茂,66000,0.32%
