序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,481000,9.34%
2,6223,旺矽,124000,6.21%
3,2383,台光電子,137000,5.86%
4,2454,聯發科,135000,5.04%
5,6274,台燿,343000,4.47%
6,6515,穎崴,55000,4.25%
7,2308,台達電子,196000,3.97%
8,2327,國巨*,598000,3.76%
9,5274,信驊科技,24000,3.62%
10,2345,智邦,174000,3.59%
11,3037,欣興,391000,3.39%
12,2303,聯電,2467000,2.97%
13,3017,奇鋐,131000,2.86%
14,2344,華邦電子,2327000,2.84%
15,3443,創意電子,72000,2.80%
16,6669,緯穎,57000,2.39%
17,2368,金像電子,201000,2.22%
18,8046,南電,307000,2.21%
19,7751,竑騰,150000,2.19%
20,4958,臻鼎-KY,482000,1.98%
21,2360,致茂,88000,1.92%
22,3711,日月光投控,328000,1.74%
23,3264,欣銓,867000,1.73%
24,3702,大聯大,1256000,1.29%
25,6147,頎邦,494000,1.16%
26,3036,文曄,335000,0.82%
27,3042,晶技,445000,0.82%
28,8028,昇陽半導體,225000,0.64%
29,3189,景碩科技,102000,0.59%
30,3665,貿聯-KY,33000,0.59%
31,2881,富邦金控,596000,0.56%
32,2049,上銀科技,163000,0.54%
33,2883,凱基金控,2804000,0.53%
34,1560,中砂,86000,0.52%
35,5289,宜鼎國際,36000,0.52%
36,7769,鴻勁,8000,0.52%
37,6239,力成,170000,0.51%
38,8021,尖點,144000,0.51%
39,3044,健鼎科技,120000,0.50%
40,8210,勤誠興業,44000,0.49%
41,6415,矽力*-KY,92000,0.48%
42,6285,啟碁科技,173000,0.45%
43,6446,藥華醫藥,61000,0.45%
44,2481,強茂,348000,0.44%
45,3491,昇達科技,26000,0.44%
46,2606,裕民,707000,0.42%
47,2313,華通,179000,0.39%
48,4749,新應材,41000,0.38%
49,6531,愛普科技,40000,0.37%
50,2059,川湖,9000,0.36%
51,3533,嘉澤端子,16000,0.34%
52,4991,環宇-KY,22000,0.13%
