序號,股票代號,股票名稱,股數,權重(%)
1,2337,旺宏,6898000,8.94%
2,3189,景碩科技,1800000,7.36%
3,2330,台積電,404000,7.34%
4,6515,穎崴,89000,7.30%
5,3702,大聯大,6068000,5.63%
6,3105,穩懋,1063000,4.55%
7,2383,台光電子,113000,4.46%
8,6584,南俊國際,523000,2.92%
9,7751,竑騰,150000,2.14%
10,6213,聯茂,732000,1.79%
11,3037,欣興,231000,1.62%
12,5289,宜鼎國際,106000,1.52%
13,2454,聯發科,46000,1.45%
14,3036,文曄,587000,1.26%
15,2883,凱基金控,6687000,1.24%
16,8210,勤誠興業,98000,1.24%
17,2327,國巨*,379000,1.21%
18,7769,鴻勁,23000,1.19%
19,4749,新應材,123000,1.18%
20,6285,啟碁科技,554000,1.17%
21,2049,上銀科技,404000,1.15%
22,2360,致茂,59000,1.13%
23,2345,智邦,53000,1.12%
24,6274,台燿,95000,1.12%
25,3260,威剛科技,296000,1.10%
26,3533,嘉澤端子,47000,1.09%
27,6669,緯穎,25000,1.09%
28,1560,中砂,212000,1.08%
29,2027,大成鋼,3305000,1.07%
30,1303,南亞,1418000,1.06%
31,2308,台達電子,58000,1.06%
32,1590,亞德客-KY,83000,1.05%
33,2610,華航,6729000,1.05%
34,4958,臻鼎-KY,310000,1.04%
35,2618,長榮航,3523000,1.03%
36,8046,南電,139000,1.03%
37,2606,裕民,1925000,1.02%
38,2313,華通,513000,1.01%
39,3491,昇達科技,68000,1.01%
40,5274,信驊科技,7000,1.01%
41,1815,富喬工業,1110000,1.00%
42,3665,貿聯-KY,42000,0.99%
43,2404,漢唐,117000,0.98%
44,3044,健鼎科技,244000,0.97%
45,6223,旺矽,24000,0.97%
46,5234,達興材料,286000,0.96%
47,6805,富世達,59000,0.96%
48,2368,金像電子,83000,0.95%
49,3264,欣銓,519000,0.95%
50,3017,奇鋐,39000,0.81%
