序號,股票代號,股票名稱,股數,權重(%)
1,6223,旺矽,178000,9.61%
2,2330,台積電,469000,9.25%
3,6515,穎崴,91000,8.21%
4,2383,台光電子,152000,6.08%
5,3443,創意電子,128000,5.34%
6,5274,信驊科技,37000,5.26%
7,2345,智邦,198000,4.35%
8,2308,台達電子,234000,4.16%
9,3017,奇鋐,173000,3.67%
10,3037,欣興,480000,3.45%
11,6669,緯穎,71000,3.18%
12,2368,金像電子,247000,2.72%
13,2344,華邦電子,2098000,2.41%
14,7751,竑騰,150000,2.36%
15,3264,欣銓,1060000,2.15%
16,2360,致茂,106000,2.04%
17,8046,南電,280000,1.95%
18,3665,貿聯-KY,105000,1.87%
19,3702,大聯大,1734000,1.69%
20,2454,聯發科,46000,1.38%
21,6274,台燿,95000,1.05%
22,3653,健策,31000,0.89%
23,7769,鴻勁,14000,0.82%
24,2327,國巨*,172000,0.76%
25,5289,宜鼎國際,45000,0.74%
26,8210,勤誠興業,57000,0.69%
27,4958,臻鼎-KY,193000,0.66%
28,8021,尖點,169000,0.60%
29,2883,凱基金控,2825000,0.53%
30,6213,聯茂,239000,0.52%
31,2049,上銀科技,154000,0.51%
32,4749,新應材,58000,0.51%
33,8299,群聯電子,21000,0.51%
34,3036,文曄,205000,0.48%
35,3044,健鼎科技,115000,0.47%
36,3189,景碩科技,98000,0.44%
37,3491,昇達科技,27000,0.44%
38,6415,矽力*-KY,94000,0.43%
39,1590,亞德客-KY,32000,0.41%
40,3533,嘉澤端子,19000,0.39%
41,2313,華通,165000,0.38%
42,6285,啟碁科技,149000,0.38%
43,2408,南亞科,129000,0.35%
44,3105,穩懋,81000,0.32%
45,3661,世芯-KY,8000,0.32%
46,6805,富世達,20000,0.31%
47,3680,家登精密,62000,0.30%
48,6640,均華,26000,0.30%
49,1303,南亞,394000,0.29%
50,1815,富喬工業,288000,0.26%
51,6584,南俊國際,47000,0.26%
