序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,448000,10.64%
2,2383,台光電子,98000,6.06%
3,6223,旺矽,112000,5.88%
4,3037,欣興,450000,5.13%
5,2059,川湖,33000,4.72%
6,2454,聯發科,111000,4.30%
7,6274,台燿,269000,4.14%
8,5274,信驊科技,23600,4.01%
9,3017,奇鋐,123000,3.72%
10,2408,南亞科,692000,3.55%
11,6669,緯穎,52000,3.32%
12,2345,智邦,135000,2.99%
13,3189,景碩科技,336000,2.90%
14,2308,台達電子,144000,2.61%
15,8046,南電,208000,2.58%
16,6515,穎崴,40000,2.52%
17,2344,華邦電子,1408000,2.48%
18,3443,創意電子,42000,2.32%
19,3711,日月光投控,322000,1.92%
20,3653,健策,35000,1.80%
21,2303,聯電,1513000,1.79%
22,7769,鴻勁,27000,1.75%
23,2327,國巨*,295000,1.69%
24,3081,聯亞光電,53000,1.54%
25,2360,致茂,59000,1.35%
26,2885,元大金,1965360,1.25%
27,3665,貿聯-KY,45000,1.00%
28,5289,宜鼎國際,69000,1.00%
29,3264,欣銓,433000,0.91%
30,2890,永豐金控,2240220,0.88%
31,2883,凱基金控,2731000,0.84%
32,2347,聯強,648000,0.56%
33,2395,研華,63000,0.43%
34,8299,群聯電子,21000,0.42%
35,3231,緯創,224000,0.40%
36,2337,旺宏,250000,0.30%
37,6187,萬潤科技,21000,0.26%
38,2467,志聖,45000,0.25%
39,2301,光寶科技,87000,0.24%
40,2455,全新,58000,0.24%
41,1560,中砂,31000,0.22%
42,3491,昇達科技,18000,0.22%
43,8996,高力,19000,0.22%
44,2368,金像電子,20000,0.21%
45,6196,帆宣,42000,0.21%
46,6584,南俊國際,35000,0.21%
47,6139,亞翔工程,26000,0.20%
48,3661,世芯-KY,5000,0.19%
49,8358,金居開發,47000,0.19%
