序號,股票代號,股票名稱,股數,權重(%)
1,6223,旺矽,182000,9.43%
2,2330,台積電,455000,8.82%
3,6515,穎崴,94000,7.03%
4,2383,台光電子,145000,6.24%
5,3443,創意電子,131000,5.79%
6,5274,信驊科技,35000,5.35%
7,2308,台達電子,232000,4.18%
8,2345,智邦,196000,4.16%
9,3037,欣興,451000,3.76%
10,3017,奇鋐,165000,3.61%
11,2327,國巨*,598000,3.23%
12,6669,緯穎,68000,3.23%
13,2368,金像電子,229000,2.62%
14,2344,華邦電子,2216000,2.38%
15,7751,竑騰,150000,2.34%
16,3264,欣銓,1102000,2.10%
17,8046,南電,261000,2.10%
18,2360,致茂,107000,2.09%
19,2454,聯發科,46000,1.53%
20,3702,大聯大,1327000,1.35%
21,6274,台燿,95000,1.19%
22,3653,健策,31000,0.98%
23,7769,鴻勁,14000,0.93%
24,5289,宜鼎國際,58000,0.86%
25,3036,文曄,303000,0.75%
26,4958,臻鼎-KY,157000,0.70%
27,3665,貿聯-KY,33000,0.63%
28,2408,南亞科,229000,0.61%
29,2883,凱基金控,3283000,0.61%
30,8210,勤誠興業,51000,0.59%
31,6213,聯茂,238000,0.54%
32,8021,尖點,144000,0.52%
33,3189,景碩科技,97000,0.51%
34,6415,矽力*-KY,105000,0.51%
35,3044,健鼎科技,118000,0.50%
36,8299,群聯電子,24000,0.50%
37,2049,上銀科技,147000,0.48%
38,3533,嘉澤端子,21000,0.46%
39,3680,家登精密,92000,0.45%
40,4749,新應材,45000,0.45%
41,3491,昇達科技,26000,0.43%
42,6285,啟碁科技,159000,0.40%
43,1590,亞德客-KY,31000,0.38%
44,3661,世芯-KY,9000,0.38%
45,2313,華通,154000,0.37%
46,3105,穩懋,81000,0.37%
47,1303,南亞,446000,0.33%
48,1815,富喬工業,339000,0.31%
49,6805,富世達,19000,0.29%
50,6584,南俊國際,46000,0.27%
51,6640,均華,23000,0.27%
