序號,股票代號,股票名稱,股數,權重(%)
1,3037,欣興,1820000,8.39%
2,3105,穩懋,2503000,8.36%
3,2313,華通,3639000,8.21%
4,2330,台積電,532000,8.12%
5,3702,大聯大,10793000,7.89%
6,2347,聯強,2554000,1.65%
7,2481,強茂,1746000,1.50%
8,6515,穎崴,25000,1.46%
9,2337,旺宏,1290000,1.45%
10,3131,弘塑科技,54000,1.40%
11,3583,辛耘,329000,1.37%
12,6223,旺矽,42000,1.35%
13,1303,南亞,2011000,1.33%
14,5274,信驊科技,14000,1.32%
15,1560,中砂,336000,1.31%
16,2883,凱基金控,7761000,1.31%
17,2891,中信金,2868000,1.31%
18,2383,台光電子,55000,1.30%
19,3023,信邦,593000,1.30%
20,1590,亞德客-KY,153000,1.29%
21,2308,台達電子,104000,1.29%
22,4958,臻鼎-KY,698000,1.29%
23,2404,漢唐,182000,1.28%
24,2606,裕民,2611000,1.28%
25,3293,鈊象,200000,1.27%
26,2882,國泰金,2129000,1.26%
27,2885,元大金,3306000,1.26%
28,5904,寶雅,305000,1.26%
29,6505,台塑石化,2699000,1.26%
30,8996,高力,170000,1.26%
31,2368,金像電子,164000,1.25%
32,2603,長榮海運,750000,1.25%
33,3044,健鼎科技,425000,1.25%
34,4904,遠傳,1637000,1.25%
35,2327,國巨*,591000,1.24%
36,2412,中華電,1123000,1.24%
37,3036,文曄,664000,1.24%
38,6770,力積電,2792000,1.24%
39,2345,智邦,93000,1.23%
40,2395,研華,463000,1.23%
41,2360,致茂,94000,1.21%
42,2344,華邦電子,1632000,1.20%
43,3017,奇鋐,72000,1.20%
44,3264,欣銓,936000,1.20%
45,6213,聯茂,780000,1.20%
46,3481,群創光電,6016000,1.19%
47,3533,嘉澤端子,71000,1.18%
48,3260,威剛科技,379000,1.13%
49,3665,貿聯-KY,69000,1.13%
50,6805,富世達,32000,0.49%
