序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,518000,12.26%
2,6223,旺矽,109000,6.87%
3,2454,聯發科,121000,4.75%
4,2383,台光電子,88000,4.67%
5,5274,信驊科技,23600,3.96%
6,3037,欣興,381000,3.71%
7,6274,台燿,234000,3.58%
8,2059,川湖,33000,3.33%
9,2345,智邦,131000,3.16%
10,6669,緯穎,50000,3.13%
11,2408,南亞科,654000,3.00%
12,2308,台達電子,174000,2.92%
13,6515,穎崴,41000,2.78%
14,3189,景碩科技,323000,2.76%
15,3017,奇鋐,87000,2.56%
16,3711,日月光投控,422000,2.51%
17,2344,華邦電子,1235000,2.11%
18,8046,南電,185000,2.05%
19,2303,聯電,1635000,1.99%
20,2327,國巨*,344000,1.96%
21,7769,鴻勁,30000,1.94%
22,2885,元大金,2712000,1.82%
23,2360,致茂,87000,1.72%
24,3443,創意電子,35000,1.57%
25,3653,健策,33000,1.47%
26,3264,欣銓,616000,1.30%
27,2890,永豐金控,3102220,1.20%
28,3008,大立光電,26000,1.20%
29,2883,凱基金控,3695000,1.13%
30,2881,富邦金控,572000,0.72%
31,2347,聯強,730000,0.69%
32,3081,聯亞光電,28000,0.67%
33,5289,宜鼎國際,40000,0.64%
34,2891,中信金,885000,0.57%
35,2618,長榮航,1243000,0.54%
36,3702,大聯大,395000,0.50%
37,6446,藥華醫藥,36228,0.47%
38,1303,南亞,255000,0.46%
39,2395,研華,71000,0.44%
40,2882,國泰金,446000,0.44%
41,2027,大成鋼,908000,0.42%
42,4904,遠傳,414000,0.42%
43,2412,中華電,295000,0.40%
44,3231,緯創,198000,0.38%
45,2610,華航,1463000,0.32%
46,3293,鈊象,39000,0.31%
47,1590,亞德客-KY,18000,0.28%
48,3481,群創光電,561000,0.28%
49,1301,台塑,429000,0.24%
50,6257,矽格,103000,0.21%
