序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,572000,14.10%
2,6223,旺矽,98000,5.91%
3,2454,聯發科,114000,4.63%
4,2383,台光電子,76000,3.93%
5,2059,川湖,37000,3.32%
6,2345,智邦,126000,3.06%
7,5274,信驊科技,16600,2.75%
8,6274,台燿,216000,2.74%
9,3037,欣興,301000,2.70%
10,2344,華邦電子,1749000,2.60%
11,2308,台達電子,154000,2.53%
12,3017,奇鋐,93000,2.46%
13,3711,日月光投控,388000,2.46%
14,6515,穎崴,36000,2.34%
15,2303,聯電,1900000,2.33%
16,6669,緯穎,37000,2.28%
17,2327,國巨*,370000,2.12%
18,2408,南亞科,503000,2.07%
19,2883,凱基金控,6476000,2.05%
20,3189,景碩科技,277000,2.01%
21,7769,鴻勁,30000,2.00%
22,8046,南電,185000,1.83%
23,2360,致茂,83000,1.69%
24,3653,健策,39000,1.53%
25,2890,永豐金控,3651220,1.52%
26,3443,創意電子,33000,1.43%
27,4958,臻鼎-KY,320000,1.40%
28,2881,富邦金控,918000,1.24%
29,2368,金像電子,136000,1.23%
30,2885,元大金,1729000,1.22%
31,3264,欣銓,595000,1.16%
32,6446,藥華醫藥,79228,0.96%
33,6488,環球晶圓,96000,0.86%
34,1303,南亞,456000,0.78%
35,8358,金居開發,230000,0.78%
36,2891,中信金,1112000,0.75%
37,3702,大聯大,570000,0.69%
38,2637,慧洋-KY,739000,0.64%
39,2347,聯強,656000,0.62%
40,2618,長榮航,1369000,0.62%
41,2395,研華,101000,0.60%
42,4904,遠傳,560000,0.60%
43,2882,國泰金,543000,0.57%
44,6196,帆宣,109000,0.56%
45,2412,中華電,360000,0.52%
46,2027,大成鋼,1070000,0.49%
47,3481,群創光電,817000,0.39%
48,1301,台塑,688000,0.38%
49,8021,尖點,99000,0.37%
50,6257,矽格,164000,0.33%
