序號,股票代號,股票名稱,股數,權重(%)
1,3037,欣興,1802000,10.49%
2,6515,穎崴,101000,8.68%
3,3105,穩懋,1809000,8.12%
4,2330,台積電,481000,8.02%
5,2337,旺宏,6941000,7.01%
6,3702,大聯大,9065000,6.99%
7,2313,華通,3277000,5.84%
8,6213,聯茂,732000,1.61%
9,3583,辛耘,218000,1.56%
10,2383,台光電子,39000,1.28%
11,3665,貿聯-KY,58000,1.28%
12,4958,臻鼎-KY,485000,1.26%
13,2368,金像電子,122000,1.24%
14,1590,亞德客-KY,111000,1.23%
15,8996,高力,122000,1.18%
16,6223,旺矽,30000,1.15%
17,2308,台達電子,72000,1.14%
18,2345,智邦,68000,1.13%
19,5274,信驊科技,9000,1.13%
20,2347,聯強,1700000,1.12%
21,3044,健鼎科技,303000,1.12%
22,3017,奇鋐,51000,1.10%
23,3264,欣銓,693000,1.10%
24,3533,嘉澤端子,50000,0.99%
25,1560,中砂,234000,0.98%
26,2360,致茂,63000,0.98%
27,2404,漢唐,124000,0.97%
28,1303,南亞,1400000,0.96%
29,2885,元大金,2396000,0.96%
30,6805,富世達,63000,0.96%
31,2395,研華,333000,0.95%
32,2882,國泰金,1562000,0.94%
33,2606,裕民,1900000,0.93%
34,2327,國巨*,389000,0.92%
35,3023,信邦,414000,0.92%
36,4904,遠傳,1180000,0.91%
37,5904,寶雅,214000,0.91%
38,2481,強茂,1118000,0.90%
39,3260,威剛科技,283000,0.90%
40,2412,中華電,817000,0.89%
41,2883,凱基金控,5503000,0.89%
42,2603,長榮海運,548000,0.88%
43,2891,中信金,2065000,0.87%
44,3131,弘塑科技,34000,0.86%
45,3481,群創光電,4334000,0.84%
46,2344,華邦電子,1176000,0.83%
47,3293,鈊象,136000,0.83%
48,3036,文曄,468000,0.77%
49,6505,台塑石化,1848000,0.77%
