序號,股票代號,股票名稱,股數,權重(%)
1,3037,欣興,1802000,9.97%
2,6515,穎崴,103000,8.52%
3,3105,穩懋,1834000,8.48%
4,2330,台積電,487000,7.69%
5,2337,旺宏,7029000,7.29%
6,3702,大聯大,9187000,7.19%
7,2313,華通,3322000,6.32%
8,6213,聯茂,732000,1.68%
9,3583,辛耘,218000,1.42%
10,2383,台光電子,40000,1.25%
11,5274,信驊科技,10000,1.24%
12,2368,金像電子,124000,1.19%
13,4958,臻鼎-KY,491000,1.19%
14,2345,智邦,69000,1.17%
15,3665,貿聯-KY,59000,1.16%
16,1590,亞德客-KY,113000,1.15%
17,6223,旺矽,31000,1.15%
18,3264,欣銓,702000,1.14%
19,2308,台達電子,73000,1.13%
20,2347,聯強,1723000,1.12%
21,8996,高力,122000,1.12%
22,3044,健鼎科技,307000,1.09%
23,3017,奇鋐,52000,1.08%
24,3533,嘉澤端子,51000,1.04%
25,2360,致茂,64000,1.00%
26,1303,南亞,1419000,0.98%
27,1560,中砂,237000,0.98%
28,6805,富世達,64000,0.98%
29,2404,漢唐,126000,0.97%
30,2327,國巨*,395000,0.96%
31,2395,研華,338000,0.94%
32,2606,裕民,1924000,0.94%
33,2885,元大金,2426000,0.94%
34,3260,威剛科技,287000,0.93%
35,2882,國泰金,1581000,0.92%
36,3023,信邦,420000,0.92%
37,3131,弘塑科技,35000,0.92%
38,5904,寶雅,217000,0.92%
39,2481,強茂,1133000,0.90%
40,2883,凱基金控,5571000,0.89%
41,4904,遠傳,1195000,0.88%
42,2412,中華電,827000,0.87%
43,3481,群創光電,4391000,0.87%
44,2603,長榮海運,555000,0.86%
45,2891,中信金,2090000,0.86%
46,3293,鈊象,138000,0.84%
47,2344,華邦電子,1192000,0.83%
48,3036,文曄,475000,0.78%
49,6505,台塑石化,1872000,0.76%
