序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,549000,13.27%
2,6223,旺矽,105000,6.45%
3,2454,聯發科,120000,4.83%
4,2383,台光電子,82000,4.39%
5,5274,信驊科技,20600,3.33%
6,2059,川湖,33000,3.26%
7,3037,欣興,338000,3.25%
8,2345,智邦,131000,3.17%
9,6274,台燿,216000,3.02%
10,2308,台達電子,164000,2.77%
11,6669,緯穎,42000,2.71%
12,6515,穎崴,39000,2.67%
13,3711,日月光投控,421000,2.57%
14,2408,南亞科,521000,2.37%
15,3017,奇鋐,87000,2.36%
16,2344,華邦電子,1422000,2.33%
17,3189,景碩科技,277000,2.21%
18,2303,聯電,1755000,2.17%
19,2327,國巨*,356000,2.10%
20,8046,南電,185000,2.01%
21,7769,鴻勁,30000,1.93%
22,2360,致茂,84000,1.68%
23,2885,元大金,2190000,1.57%
24,2883,凱基金控,4818000,1.53%
25,3443,創意電子,35000,1.51%
26,3653,健策,34000,1.47%
27,2890,永豐金控,3283220,1.35%
28,3264,欣銓,608000,1.23%
29,2881,富邦金控,705000,0.94%
30,2347,聯強,692000,0.68%
31,6446,藥華醫藥,53228,0.67%
32,2891,中信金,974000,0.66%
33,1303,南亞,334000,0.59%
34,3702,大聯大,481000,0.59%
35,2618,長榮航,1279000,0.58%
36,2395,研華,86000,0.52%
37,2882,國泰金,483000,0.50%
38,4904,遠傳,475000,0.50%
39,2412,中華電,321000,0.46%
40,2027,大成鋼,972000,0.45%
41,3481,群創光電,658000,0.33%
42,5289,宜鼎國際,21000,0.31%
43,1301,台塑,526000,0.30%
44,6257,矽格,126000,0.26%
45,3231,緯創,96000,0.20%
46,2610,華航,736000,0.17%
47,3293,鈊象,20000,0.16%
48,1590,亞德客-KY,9000,0.13%
