序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,467000,10.41%
2,2327,國巨*,694000,6.33%
3,2454,聯發科,164000,6.14%
4,2383,台光電子,115000,5.71%
5,6223,旺矽,77000,4.79%
6,2308,台達電子,220000,3.98%
7,3017,奇鋐,158000,3.83%
8,2345,智邦,145000,3.48%
9,2303,聯電,2223000,3.35%
10,6274,台燿,213000,3.15%
11,3037,欣興,368000,3.06%
12,2344,華邦電子,1792000,2.97%
13,4958,臻鼎-KY,547000,2.87%
14,6515,穎崴,33000,2.67%
15,5274,信驊科技,16000,2.36%
16,2408,南亞科,564000,2.15%
17,6669,緯穎,46000,2.10%
18,5536,聖暉*,151000,1.97%
19,3189,景碩科技,282000,1.95%
20,8358,金居開發,380000,1.94%
21,2368,金像電子,173000,1.92%
22,3711,日月光投控,312000,1.92%
23,3264,欣銓,754000,1.76%
24,3665,貿聯-KY,88000,1.55%
25,2881,富邦金控,1157000,1.28%
26,3443,創意電子,26000,1.09%
27,2885,元大金,1539000,0.95%
28,2883,凱基金控,3315000,0.87%
29,2890,永豐金控,2242000,0.83%
30,2882,國泰金,880000,0.75%
31,2891,中信金,1150000,0.74%
32,2347,聯強,678000,0.58%
33,8996,高力,44000,0.57%
34,5904,寶雅,70000,0.47%
35,6446,藥華醫藥,36000,0.47%
36,2472,立隆,126000,0.46%
37,2637,慧洋-KY,629000,0.45%
38,3481,群創光電,706000,0.44%
39,6196,帆宣,86000,0.44%
40,3045,台灣大,405000,0.43%
41,3406,玉晶光,72000,0.43%
42,3044,健鼎科技,91000,0.42%
43,2412,中華電,318000,0.41%
44,8021,尖點,86000,0.41%
45,4904,遠傳,424000,0.40%
46,2618,長榮航,994000,0.39%
47,6147,頎邦,200000,0.39%
48,3008,大立光電,10000,0.38%
49,3357,臺慶科,119000,0.31%
50,1303,南亞,136000,0.23%
