序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,518000,12.81%
2,6223,旺矽,91000,5.49%
3,2454,聯發科,136000,5.13%
4,2383,台光電子,90000,4.46%
5,2345,智邦,163000,3.72%
6,3037,欣興,392000,3.32%
7,2327,國巨*,472000,3.25%
8,3017,奇鋐,130000,3.10%
9,2059,川湖,37000,3.03%
10,2308,台達電子,157000,2.96%
11,2303,聯電,2097000,2.90%
12,3711,日月光投控,433000,2.81%
13,2344,華邦電子,1664000,2.66%
14,6274,台燿,205000,2.60%
15,6669,緯穎,50000,2.57%
16,6515,穎崴,34000,2.32%
17,5274,信驊科技,15600,2.26%
18,8046,南電,185000,2.26%
19,3189,景碩科技,277000,2.12%
20,2408,南亞科,431000,1.79%
21,2368,金像電子,155000,1.56%
22,2883,凱基金控,4883000,1.49%
23,5536,聖暉*,105000,1.28%
24,4958,臻鼎-KY,228000,1.19%
25,3665,貿聯-KY,57000,1.17%
26,7769,鴻勁,17000,1.13%
27,2890,永豐金控,2709000,1.12%
28,2885,元大金,1642000,1.03%
29,2881,富邦金控,693000,0.88%
30,2360,致茂,42000,0.87%
31,6446,藥華醫藥,71228,0.86%
32,3264,欣銓,379000,0.82%
33,3653,健策,19000,0.69%
34,6488,環球晶圓,53000,0.66%
35,2891,中信金,992000,0.64%
36,1303,南亞,302000,0.61%
37,6196,帆宣,103000,0.57%
38,2347,聯強,643000,0.56%
39,3702,大聯大,477000,0.55%
40,2618,長榮航,1171000,0.51%
41,4904,遠傳,490000,0.51%
42,8358,金居開發,118000,0.48%
43,3481,群創光電,727000,0.38%
44,8021,尖點,98000,0.38%
45,6257,矽格,163000,0.36%
46,2637,慧洋-KY,383000,0.32%
47,5904,寶雅,44000,0.29%
48,2395,研華,48000,0.28%
49,2882,國泰金,285000,0.28%
50,2412,中華電,190000,0.27%
51,2027,大成鋼,576000,0.24%
52,1301,台塑,358000,0.23%
53,6213,聯茂,50000,0.18%
54,5289,宜鼎國際,13000,0.17%
55,3042,晶技,94000,0.16%
56,8150,南茂科技,147000,0.16%
57,2472,立隆,49000,0.14%
58,1590,亞德客-KY,9000,0.13%
59,3023,信邦,41000,0.13%
