序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,475000,10.89%
2,2454,聯發科,164000,6.10%
3,6223,旺矽,83000,5.57%
4,2383,台光電子,110000,5.52%
5,2327,國巨*,592000,5.05%
6,2345,智邦,211000,4.94%
7,3037,欣興,502000,4.16%
8,3017,奇鋐,184000,4.10%
9,2303,聯電,2223000,3.29%
10,3711,日月光投控,490000,3.15%
11,6669,緯穎,66000,3.15%
12,6274,台燿,205000,3.05%
13,2308,台達電子,165000,2.94%
14,2059,川湖,36000,2.82%
15,5536,聖暉*,235000,2.71%
16,2344,華邦電子,1554000,2.60%
17,6515,穎崴,34000,2.50%
18,3665,貿聯-KY,128000,2.26%
19,8046,南電,194000,2.23%
20,3189,景碩科技,282000,2.13%
21,2368,金像電子,187000,1.91%
22,5274,信驊科技,14600,1.89%
23,2408,南亞科,313000,1.29%
24,2885,元大金,1447000,0.94%
25,2883,凱基金控,2906000,0.83%
26,6446,藥華醫藥,63228,0.77%
27,2890,永豐金控,1822000,0.70%
28,5904,寶雅,98000,0.67%
29,2891,中信金,864000,0.57%
30,2347,聯強,610000,0.51%
31,6196,帆宣,98000,0.51%
32,2881,富邦金控,418000,0.49%
33,4958,臻鼎-KY,80000,0.45%
34,5289,宜鼎國際,29000,0.42%
35,8021,尖點,86000,0.42%
36,6213,聯茂,112000,0.41%
37,2472,立隆,111000,0.40%
38,3042,晶技,211000,0.40%
39,2618,長榮航,990000,0.37%
40,3481,群創光電,596000,0.37%
41,3702,大聯大,367000,0.37%
42,4904,遠傳,395000,0.36%
43,6257,矽格,156000,0.36%
44,8150,南茂科技,327000,0.36%
45,3264,欣銓,144000,0.32%
46,3023,信邦,93000,0.29%
47,1590,亞德客-KY,21000,0.25%
48,2395,研華,48000,0.25%
49,1303,南亞,136000,0.23%
50,7769,鴻勁,3000,0.19%
