序號,股票代號,股票名稱,股數,權重(%)
1,3036,文曄,5496000,9.69%
2,2412,中華電,8903000,9.06%
3,2330,台積電,601000,8.39%
4,2303,聯電,16916000,7.53%
5,2454,聯發科,486000,6.26%
6,3044,健鼎科技,1947000,5.54%
7,2344,華邦電子,3051000,2.49%
8,1590,亞德客-KY,298000,2.28%
9,2327,國巨*,1050000,2.03%
10,3037,欣興,532000,2.02%
11,3167,大量,570000,1.67%
12,2360,致茂,135000,1.55%
13,2383,台光電子,73000,1.48%
14,3105,穩懋,629000,1.47%
15,8996,高力,208000,1.40%
16,6515,穎崴,29000,1.36%
17,2368,金像電子,192000,1.34%
18,3533,嘉澤端子,94000,1.23%
19,2313,華通,752000,1.19%
20,3481,群創光電,5276000,1.17%
21,2308,台達電子,111000,1.15%
22,6770,力積電,2398000,1.15%
23,3017,奇鋐,82000,1.14%
24,6223,旺矽,41000,1.09%
25,2337,旺宏,1319000,1.07%
26,3715,定穎投控,863000,1.07%
27,1303,南亞,1698000,1.06%
28,6285,啟碁科技,834000,1.05%
29,2345,智邦,98000,1.04%
30,3324,雙鴻科技,131000,1.03%
31,2883,凱基金控,6687000,1.01%
32,1815,富喬工業,1226000,0.99%
33,6805,富世達,75000,0.99%
34,3653,健策,40000,0.97%
35,1560,中砂,272000,0.94%
36,3264,欣銓,828000,0.94%
37,5274,信驊科技,12000,0.94%
38,6290,良維,567000,0.93%
39,6446,藥華醫藥,187000,0.92%
40,8021,尖點,503000,0.92%
41,6274,台燿,245000,0.91%
42,2449,京元電子,406000,0.90%
43,2882,國泰金,1685000,0.90%
44,8299,群聯電子,67000,0.90%
45,1519,華城,128000,0.88%
46,4722,國精化學,635000,0.88%
47,8358,金居開發,479000,0.87%
48,3491,昇達科技,88000,0.86%
49,6442,光聖,67000,0.85%
50,2408,南亞科,1000,0.00%
