序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,381000,8.71%
2,3037,欣興,566000,6.35%
3,2383,台光電子,115000,6.01%
4,6223,旺矽,116000,5.61%
5,3017,奇鋐,159000,5.05%
6,2059,川湖,33000,4.50%
7,6274,台燿,308000,4.23%
8,2408,南亞科,783000,4.03%
9,5274,信驊科技,26600,3.87%
10,2454,聯發科,103000,3.78%
11,6669,緯穎,56000,3.63%
12,3189,景碩科技,356000,3.09%
13,8046,南電,249000,3.06%
14,2345,智邦,152000,3.02%
15,2344,華邦電子,1619000,2.86%
16,3443,創意電子,49000,2.76%
17,6515,穎崴,40000,2.32%
18,3653,健策,37000,1.98%
19,2308,台達電子,111000,1.87%
20,3665,貿聯-KY,89000,1.74%
21,7769,鴻勁,27000,1.63%
22,2303,聯電,1442000,1.62%
23,5289,宜鼎國際,95872,1.36%
24,2327,國巨*,245000,1.29%
25,3711,日月光投控,202000,1.16%
26,3081,聯亞光電,26000,0.83%
27,8299,群聯電子,37000,0.76%
28,2337,旺宏,447000,0.54%
29,6187,萬潤科技,39000,0.53%
30,2301,光寶科技,176000,0.50%
31,2347,聯強,571000,0.47%
32,2455,全新,113000,0.47%
33,2885,元大金,777360,0.47%
34,2467,志聖,83000,0.46%
35,2883,凱基金控,1466000,0.45%
36,3231,緯創,262000,0.45%
37,3491,昇達科技,33000,0.45%
38,8996,高力,35000,0.44%
39,2360,致茂,23000,0.43%
40,2890,永豐金控,1140220,0.43%
41,2368,金像電子,42000,0.41%
42,3264,欣銓,196000,0.41%
43,8358,金居開發,88000,0.41%
44,6584,南俊國際,66000,0.39%
45,1560,中砂,58000,0.38%
46,2395,研華,60000,0.38%
47,6196,帆宣,80000,0.38%
48,6139,亞翔工程,49000,0.37%
49,6213,聯茂,67000,0.36%
50,3661,世芯-KY,9000,0.33%
