序號,股票代號,股票名稱,股數,權重(%)
1,3037,欣興,1775000,9.11%
2,2330,台積電,536000,8.60%
3,2337,旺宏,7218000,8.46%
4,2313,華通,3624000,8.32%
5,3702,大聯大,10763000,7.90%
6,3105,穩懋,1958000,7.29%
7,6515,穎崴,25000,1.59%
8,6213,聯茂,812000,1.39%
9,2347,聯強,2044000,1.30%
10,6223,旺矽,34000,1.26%
11,3583,辛耘,228000,1.23%
12,5274,信驊科技,12000,1.21%
13,2368,金像電子,134000,1.17%
14,3131,弘塑科技,46000,1.17%
15,3264,欣銓,773000,1.17%
16,4958,臻鼎-KY,551000,1.17%
17,8996,高力,140000,1.17%
18,1303,南亞,1769000,1.16%
19,2383,台光電子,42000,1.15%
20,2360,致茂,78000,1.12%
21,3665,貿聯-KY,63000,1.11%
22,1560,中砂,266000,1.10%
23,2308,台達電子,79000,1.10%
24,1590,亞德客-KY,122000,1.09%
25,3481,群創光電,5243000,1.09%
26,2327,國巨*,470000,1.07%
27,2883,凱基金控,6248000,1.06%
28,2606,裕民,2150000,1.05%
29,2885,元大金,2742000,1.05%
30,3044,健鼎科技,350000,1.05%
31,2395,研華,374000,1.04%
32,2882,國泰金,1782000,1.04%
33,3533,嘉澤端子,57000,1.04%
34,2345,智邦,70000,1.03%
35,2404,漢唐,138000,1.03%
36,2891,中信金,2373000,1.03%
37,3023,信邦,468000,1.03%
38,2481,強茂,1264000,1.02%
39,3017,奇鋐,56000,1.02%
40,4904,遠傳,1346000,1.02%
41,6805,富世達,68000,1.02%
42,2412,中華電,929000,1.01%
43,5904,寶雅,249000,1.01%
44,2603,長榮海運,617000,1.00%
45,2344,華邦電子,1310000,0.98%
46,3036,文曄,534000,0.97%
47,3260,威剛科技,318000,0.95%
48,3293,鈊象,154000,0.95%
49,6505,台塑石化,2248000,0.94%
