序號,股票代號,股票名稱,股數,權重(%)
1,3036,文曄,4992000,9.46%
2,2412,中華電,8410000,8.65%
3,2330,台積電,566000,7.95%
4,2303,聯電,15993000,7.13%
5,2454,聯發科,458000,5.84%
6,3044,健鼎科技,1845000,5.13%
7,2344,華邦電子,2896000,2.68%
8,3037,欣興,524000,2.31%
9,1590,亞德客-KY,280000,2.08%
10,2327,國巨*,994000,2.07%
11,2337,旺宏,1290000,1.54%
12,3167,大量,565000,1.53%
13,2383,台光電子,67000,1.47%
14,2360,致茂,120000,1.45%
15,8996,高力,200000,1.44%
16,6515,穎崴,26000,1.42%
17,2368,金像電子,180000,1.37%
18,3105,穩懋,511000,1.37%
19,3533,嘉澤端子,87000,1.34%
20,6770,力積電,2275000,1.30%
21,7751,竑騰,100000,1.26%
22,2313,華通,719000,1.22%
23,3017,奇鋐,77000,1.18%
24,3715,定穎投控,815000,1.18%
25,2308,台達電子,104000,1.15%
26,2345,智邦,91000,1.10%
27,3653,健策,36000,1.07%
28,6223,旺矽,38000,1.06%
29,1815,富喬工業,1226000,1.04%
30,6285,啟碁科技,789000,1.04%
31,1303,南亞,1607000,1.03%
32,3481,群創光電,4982000,1.03%
33,6805,富世達,69000,1.03%
34,6274,台燿,231000,1.02%
35,3324,雙鴻科技,122000,0.99%
36,6442,光聖,67000,0.98%
37,8358,金居開發,479000,0.98%
38,6290,良維,532000,0.97%
39,2883,凱基金控,6320000,0.96%
40,3491,昇達科技,88000,0.94%
41,8021,尖點,473000,0.93%
42,2449,京元電子,382000,0.92%
43,3264,欣銓,779000,0.91%
44,8299,群聯電子,61000,0.91%
45,1560,中砂,255000,0.90%
46,2882,國泰金,1591000,0.86%
47,4722,國精化學,600000,0.85%
48,6446,藥華醫藥,174000,0.85%
49,1519,華城,118000,0.83%
50,5274,信驊科技,8000,0.73%
