序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,448000,9.35%
2,2454,聯發科,190000,7.18%
3,6223,旺矽,111000,6.25%
4,2383,台光電子,117000,5.52%
5,2308,台達電子,235000,4.70%
6,6274,台燿,308000,4.20%
7,2327,國巨*,533000,4.15%
8,6669,緯穎,82000,3.72%
9,6515,穎崴,46000,3.71%
10,5274,信驊科技,22000,3.58%
11,2344,華邦電子,2440000,3.53%
12,2345,智邦,132000,2.78%
13,3037,欣興,335000,2.65%
14,3017,奇鋐,111000,2.40%
15,2303,聯電,1847000,2.14%
16,2360,致茂,105000,2.13%
17,2368,金像電子,152000,1.89%
18,2408,南亞科,592000,1.86%
19,3443,創意電子,44000,1.67%
20,8046,南電,216000,1.61%
21,8210,勤誠興業,114000,1.52%
22,3665,貿聯-KY,74000,1.48%
23,3711,日月光投控,267000,1.34%
24,2885,元大金,2062000,1.18%
25,3189,景碩科技,202000,1.16%
26,3264,欣銓,557000,1.11%
27,2881,富邦金控,915000,1.06%
28,2882,國泰金,1144000,1.06%
29,4958,臻鼎-KY,182000,0.89%
30,2883,凱基金控,2725000,0.70%
31,3406,玉晶光,95000,0.61%
32,2347,聯強,719000,0.60%
33,3702,大聯大,572000,0.57%
34,6147,頎邦,268000,0.55%
35,2891,中信金,867000,0.54%
36,6239,力成,170000,0.52%
37,2027,大成鋼,1299000,0.51%
38,2637,慧洋-KY,703000,0.51%
39,4904,遠傳,510000,0.51%
40,5904,寶雅,82000,0.47%
41,6196,帆宣,100000,0.47%
42,3023,信邦,157000,0.45%
43,8021,尖點,86000,0.45%
44,2606,裕民,700000,0.44%
45,3042,晶技,199000,0.43%
46,5536,聖暉*,41000,0.41%
47,3036,文曄,184000,0.40%
48,3045,台灣大,356000,0.39%
49,6139,亞翔工程,54000,0.37%
50,8358,金居開發,75000,0.37%
51,4722,國精化學,184000,0.35%
52,8028,昇陽半導體,126000,0.35%
