序號,股票代號,股票名稱,股數,權重(%)
1,3037,欣興,1754000,8.85%
2,2330,台積電,533000,8.43%
3,2313,華通,3494000,7.95%
4,3702,大聯大,10748000,7.94%
5,3105,穩懋,2234000,7.88%
6,2337,旺宏,4618000,5.30%
7,6515,穎崴,25000,1.62%
8,2347,聯強,2265000,1.49%
9,6223,旺矽,36000,1.30%
10,3583,辛耘,259000,1.28%
11,3131,弘塑科技,48000,1.27%
12,1303,南亞,1795000,1.24%
13,6213,聯茂,701000,1.23%
14,2308,台達電子,92000,1.22%
15,2383,台光電子,47000,1.22%
16,5274,信驊科技,12000,1.22%
17,2481,強茂,1488000,1.21%
18,1560,中砂,291000,1.20%
19,4958,臻鼎-KY,561000,1.20%
20,1590,亞德客-KY,137000,1.19%
21,2368,金像電子,134000,1.19%
22,2883,凱基金控,6917000,1.19%
23,2891,中信金,2652000,1.18%
24,2360,致茂,78000,1.16%
25,2327,國巨*,506000,1.15%
26,2395,研華,409000,1.15%
27,2404,漢唐,157000,1.15%
28,2606,裕民,2344000,1.15%
29,2882,國泰金,1937000,1.15%
30,3023,信邦,521000,1.15%
31,2885,元大金,2930000,1.14%
32,3017,奇鋐,63000,1.14%
33,3481,群創光電,5243000,1.14%
34,8996,高力,140000,1.14%
35,2345,智邦,83000,1.13%
36,3044,健鼎科技,369000,1.13%
37,3264,欣銓,770000,1.12%
38,4904,遠傳,1451000,1.12%
39,2344,華邦電子,1507000,1.11%
40,3036,文曄,613000,1.11%
41,5904,寶雅,269000,1.11%
42,2412,中華電,1006000,1.10%
43,2603,長榮海運,672000,1.10%
44,3533,嘉澤端子,59000,1.10%
45,6770,力積電,2525000,1.10%
46,3293,鈊象,176000,1.09%
47,3665,貿聯-KY,63000,1.09%
48,3260,威剛科技,366000,1.08%
49,6805,富世達,50000,0.74%
50,6505,台塑石化,1333000,0.57%
