序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,415000,9.58%
2,2383,台光電子,110000,6.36%
3,6223,旺矽,112000,5.78%
4,3037,欣興,509000,5.65%
5,2059,川湖,33000,4.57%
6,6274,台燿,291000,4.29%
7,3017,奇鋐,139000,4.23%
8,2454,聯發科,108000,4.08%
9,5274,信驊科技,25600,3.98%
10,2408,南亞科,771000,3.64%
11,6669,緯穎,55000,3.45%
12,2345,智邦,146000,3.05%
13,3189,景碩科技,336000,2.80%
14,8046,南電,236000,2.74%
15,2344,華邦電子,1593000,2.63%
16,6515,穎崴,40000,2.50%
17,3443,創意電子,47000,2.45%
18,2308,台達電子,129000,2.24%
19,3653,健策,35000,1.88%
20,7769,鴻勁,27000,1.71%
21,2303,聯電,1489000,1.69%
22,3665,貿聯-KY,76000,1.64%
23,2327,國巨*,267000,1.51%
24,3711,日月光投控,260000,1.50%
25,5289,宜鼎國際,83000,1.24%
26,3081,聯亞光電,38000,1.00%
27,2360,致茂,41000,0.85%
28,2885,元大金,1383360,0.85%
29,2890,永豐金控,1690220,0.65%
30,8299,群聯電子,33000,0.64%
31,2883,凱基金控,2117000,0.63%
32,3264,欣銓,312000,0.63%
33,2347,聯強,608000,0.52%
34,2337,旺宏,383000,0.45%
35,3231,緯創,242000,0.43%
36,2395,研華,60000,0.41%
37,2301,光寶科技,141000,0.38%
38,2467,志聖,71000,0.38%
39,6187,萬潤科技,30000,0.38%
40,2455,全新,96000,0.37%
41,2368,金像電子,33000,0.34%
42,3491,昇達科技,28000,0.34%
43,1560,中砂,48000,0.33%
44,8996,高力,30000,0.33%
45,6196,帆宣,65000,0.32%
46,6584,南俊國際,55000,0.32%
47,6139,亞翔工程,41000,0.31%
48,8358,金居開發,76000,0.31%
49,3661,世芯-KY,8000,0.29%
