序號,股票代號,股票名稱,股數,權重(%)
1,3036,文曄,7994000,9.79%
2,2330,台積電,667000,8.72%
3,2303,聯電,18411000,7.86%
4,2412,中華電,8175000,7.46%
5,2454,聯發科,520000,6.54%
6,3044,健鼎科技,1530000,3.92%
7,3711,日月光投控,1174000,2.88%
8,1795,美時製藥,1300000,2.40%
9,2327,國巨*,1115000,2.15%
10,1590,亞德客-KY,211000,1.74%
11,2408,南亞科,903000,1.70%
12,3037,欣興,532000,1.69%
13,6442,光聖,91000,1.42%
14,3105,穩懋,629000,1.38%
15,2360,致茂,135000,1.35%
16,2313,華通,855000,1.27%
17,2383,台光電子,80000,1.26%
18,5274,信驊科技,20000,1.26%
19,8996,高力,217000,1.26%
20,3167,大量,603000,1.23%
21,6515,穎崴,38000,1.20%
22,2308,台達電子,125000,1.18%
23,6770,力積電,2288000,1.13%
24,1303,南亞,1834000,1.09%
25,2345,智邦,116000,1.09%
26,2344,華邦電子,1293000,1.07%
27,2368,金像電子,206000,1.07%
28,3324,雙鴻科技,142000,1.06%
29,1560,中砂,308000,1.03%
30,2883,凱基金控,7341000,1.03%
31,5234,達興材料,390000,1.01%
32,3357,臺慶科,736000,0.98%
33,3665,貿聯-KY,97000,0.97%
34,3715,定穎投控,958000,0.97%
35,3443,創意電子,54000,0.95%
36,6274,台燿,266000,0.95%
37,3481,群創光電,4979000,0.94%
38,3017,奇鋐,80000,0.93%
39,2882,國泰金,1736000,0.89%
40,2301,光寶科技,773000,0.86%
41,8210,勤誠興業,139000,0.86%
42,2481,強茂,1353000,0.85%
43,3260,威剛科技,441000,0.85%
44,3264,欣銓,857000,0.85%
45,1519,華城,123000,0.84%
46,5439,高技企業,438000,0.83%
47,8299,群聯電子,63000,0.80%
48,5347,世界先進,927000,0.79%
49,6488,環球晶圓,260000,0.76%
50,8358,金居開發,290000,0.55%
