序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,508000,12.19%
2,6223,旺矽,106000,6.68%
3,2383,台光電子,86000,4.75%
4,2454,聯發科,118000,4.74%
5,2059,川湖,33000,4.06%
6,6274,台燿,239000,3.83%
7,3037,欣興,386000,3.82%
8,5274,信驊科技,22600,3.71%
9,2408,南亞科,640000,3.12%
10,2308,台達電子,170000,3.06%
11,6669,緯穎,49000,2.90%
12,3189,景碩科技,333000,2.80%
13,6515,穎崴,40000,2.76%
14,2345,智邦,128000,2.73%
15,3711,日月光投控,413000,2.59%
16,3017,奇鋐,85000,2.34%
17,2344,華邦電子,1209000,2.15%
18,8046,南電,185000,2.12%
19,2327,國巨*,337000,2.08%
20,2303,聯電,1603000,1.97%
21,7769,鴻勁,29000,1.84%
22,2885,元大金,2660000,1.82%
23,2360,致茂,85000,1.77%
24,3443,創意電子,34000,1.68%
25,3653,健策,33000,1.34%
26,3264,欣銓,603000,1.32%
27,3081,聯亞光電,53000,1.31%
28,2890,永豐金控,3045220,1.19%
29,3008,大立光電,26000,1.13%
30,2883,凱基金控,3623000,1.12%
31,2881,富邦金控,561000,0.72%
32,2347,聯強,715000,0.65%
33,2891,中信金,868000,0.58%
34,5289,宜鼎國際,39000,0.57%
35,2618,長榮航,1219000,0.51%
36,6446,藥華醫藥,35228,0.51%
37,3702,大聯大,386000,0.48%
38,1303,南亞,250000,0.47%
39,2395,研華,69000,0.46%
40,2882,國泰金,437000,0.43%
41,2027,大成鋼,890000,0.41%
42,4904,遠傳,406000,0.41%
43,2412,中華電,289000,0.39%
44,3231,緯創,194000,0.37%
45,3293,鈊象,38000,0.31%
46,2610,華航,1434000,0.29%
47,3481,群創光電,549000,0.27%
48,1590,亞德客-KY,17000,0.26%
49,1301,台塑,420000,0.23%
50,6257,矽格,100000,0.20%
