序號,股票代號,股票名稱,股數,權重(%)
1,3037,欣興,1802000,11.46%
2,2330,台積電,474000,8.30%
3,6515,穎崴,99000,7.98%
4,3105,穩懋,1784000,7.82%
5,2337,旺宏,6853000,7.25%
6,3702,大聯大,8941000,6.95%
7,2313,華通,3232000,5.56%
8,6213,聯茂,732000,1.62%
9,3583,辛耘,218000,1.42%
10,2383,台光電子,38000,1.36%
11,2368,金像電子,120000,1.34%
12,4958,臻鼎-KY,479000,1.33%
13,3665,貿聯-KY,57000,1.26%
14,1590,亞德客-KY,109000,1.19%
15,2308,台達電子,71000,1.18%
16,3017,奇鋐,50000,1.18%
17,2345,智邦,67000,1.15%
18,3044,健鼎科技,299000,1.15%
19,3264,欣銓,684000,1.15%
20,2347,聯強,1676000,1.11%
21,8996,高力,122000,1.10%
22,6223,旺矽,29000,1.08%
23,5274,信驊科技,8000,1.05%
24,1560,中砂,230000,0.99%
25,3533,嘉澤端子,49000,0.99%
26,2404,漢唐,122000,0.97%
27,1303,南亞,1380000,0.95%
28,2360,致茂,62000,0.95%
29,2885,元大金,2364000,0.95%
30,3023,信邦,408000,0.95%
31,6805,富世達,62000,0.95%
32,2395,研華,328000,0.93%
33,2882,國泰金,1541000,0.93%
34,2327,國巨*,383000,0.91%
35,2606,裕民,1874000,0.91%
36,5904,寶雅,211000,0.91%
37,4904,遠傳,1164000,0.90%
38,3260,威剛科技,279000,0.89%
39,2412,中華電,806000,0.88%
40,2481,強茂,1103000,0.88%
41,2883,凱基金控,5430000,0.88%
42,2603,長榮海運,540000,0.87%
43,2891,中信金,2038000,0.86%
44,3131,弘塑科技,33000,0.83%
45,2344,華邦電子,1160000,0.82%
46,3293,鈊象,134000,0.81%
47,3481,群創光電,4274000,0.80%
48,6505,台塑石化,1822000,0.75%
49,3036,文曄,461000,0.74%
