序號,股票代號,股票名稱,股數,權重(%)
1,3037,欣興,1802000,9.35%
2,2330,台積電,487000,8.18%
3,6515,穎崴,103000,8.15%
4,2337,旺宏,7029000,7.87%
5,3702,大聯大,9187000,7.27%
6,3105,穩懋,1834000,7.25%
7,2313,華通,3322000,6.96%
8,6213,聯茂,732000,1.49%
9,2383,台光電子,40000,1.24%
10,3583,辛耘,218000,1.24%
11,6223,旺矽,31000,1.23%
12,5274,信驊科技,10000,1.17%
13,2368,金像電子,124000,1.16%
14,2347,聯強,1723000,1.14%
15,3665,貿聯-KY,59000,1.14%
16,2345,智邦,69000,1.13%
17,1590,亞德客-KY,113000,1.11%
18,8996,高力,122000,1.10%
19,2308,台達電子,73000,1.08%
20,2360,致茂,64000,1.06%
21,1560,中砂,237000,1.04%
22,1303,南亞,1419000,1.03%
23,2327,國巨*,395000,1.03%
24,3533,嘉澤端子,51000,1.03%
25,3017,奇鋐,52000,1.02%
26,3044,健鼎科技,307000,1.02%
27,4958,臻鼎-KY,491000,1.01%
28,2606,裕民,1924000,0.99%
29,2885,元大金,2426000,0.99%
30,3264,欣銓,702000,0.99%
31,2481,強茂,1133000,0.98%
32,6805,富世達,64000,0.98%
33,2395,研華,338000,0.97%
34,3481,群創光電,4391000,0.96%
35,2404,漢唐,126000,0.95%
36,2883,凱基金控,5571000,0.95%
37,3023,信邦,420000,0.95%
38,2882,國泰金,1581000,0.94%
39,3131,弘塑科技,35000,0.92%
40,4904,遠傳,1195000,0.92%
41,2412,中華電,827000,0.91%
42,2603,長榮海運,555000,0.90%
43,2891,中信金,2090000,0.90%
44,3036,文曄,475000,0.90%
45,5904,寶雅,217000,0.88%
46,2344,華邦電子,1192000,0.86%
47,3293,鈊象,138000,0.85%
48,3260,威剛科技,287000,0.83%
49,6505,台塑石化,1872000,0.83%
