序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,445000,9.42%
2,2454,聯發科,190000,7.17%
3,6223,旺矽,111000,6.03%
4,2383,台光電子,115000,5.66%
5,6274,台燿,322000,5.17%
6,2327,國巨*,567000,5.10%
7,2344,華邦電子,2402000,4.51%
8,2308,台達電子,231000,4.20%
9,6515,穎崴,45000,3.60%
10,5274,信驊科技,21000,3.42%
11,6669,緯穎,81000,3.32%
12,2345,智邦,129000,2.83%
13,3037,欣興,309000,2.62%
14,2303,聯電,1761000,2.38%
15,2408,南亞科,555000,2.37%
16,3017,奇鋐,104000,2.13%
17,2360,致茂,96000,1.87%
18,2368,金像電子,159000,1.87%
19,3189,景碩科技,267000,1.80%
20,3443,創意電子,43000,1.73%
21,8046,南電,212000,1.55%
22,3711,日月光投控,250000,1.42%
23,8210,勤誠興業,112000,1.30%
24,3665,貿聯-KY,72000,1.21%
25,2885,元大金,2031000,1.18%
26,3264,欣銓,536000,1.10%
27,2882,國泰金,1127000,1.08%
28,2881,富邦金控,901000,1.05%
29,2883,凱基金控,2739000,0.70%
30,3406,玉晶光,93000,0.61%
31,6147,頎邦,254000,0.59%
32,3702,大聯大,606000,0.58%
33,2347,聯強,708000,0.56%
34,2891,中信金,876000,0.52%
35,6196,帆宣,98000,0.47%
36,4904,遠傳,501000,0.46%
37,4958,臻鼎-KY,88000,0.46%
38,2637,慧洋-KY,692000,0.45%
39,2027,大成鋼,1279000,0.44%
40,4722,國精化學,181000,0.44%
41,8358,金居開發,75000,0.44%
42,3023,信邦,154000,0.43%
43,5536,聖暉*,40000,0.43%
44,5904,寶雅,80000,0.43%
45,8021,尖點,86000,0.42%
46,2606,裕民,689000,0.36%
47,6139,亞翔工程,53000,0.36%
48,3045,台灣大,350000,0.35%
49,3036,文曄,181000,0.34%
50,8028,昇陽半導體,124000,0.34%
51,3042,晶技,195000,0.33%
