序號,股票代號,股票名稱,股數,權重(%)
1,3036,文曄,4943000,9.27%
2,2412,中華電,8341000,8.87%
3,2330,台積電,561000,8.15%
4,2303,聯電,15869000,7.39%
5,2454,聯發科,454000,5.79%
6,3044,健鼎科技,1831000,5.15%
7,2344,華邦電子,2873000,2.22%
8,1590,亞德客-KY,277000,2.20%
9,3037,欣興,524000,2.09%
10,2327,國巨*,986000,2.02%
11,6515,穎崴,25000,1.66%
12,3167,大量,565000,1.55%
13,2360,致茂,119000,1.52%
14,2383,台光電子,66000,1.48%
15,3533,嘉澤端子,86000,1.46%
16,2337,旺宏,1290000,1.44%
17,3105,穩懋,507000,1.38%
18,2313,華通,713000,1.29%
19,2368,金像電子,178000,1.29%
20,8996,高力,198000,1.28%
21,2308,台達電子,103000,1.26%
22,3017,奇鋐,76000,1.26%
23,7751,竑騰,100000,1.24%
24,2345,智邦,90000,1.19%
25,3715,定穎投控,808000,1.16%
26,6770,力積電,2257000,1.16%
27,6285,啟碁科技,783000,1.11%
28,6442,光聖,66000,1.10%
29,3653,健策,35000,1.09%
30,6223,旺矽,37000,1.09%
31,6274,台燿,229000,1.05%
32,1815,富喬工業,1217000,1.04%
33,6805,富世達,68000,1.02%
34,2883,凱基金控,6269000,1.01%
35,3481,群創光電,4943000,1.00%
36,3324,雙鴻科技,121000,0.99%
37,3491,昇達科技,88000,0.98%
38,1303,南亞,1594000,0.95%
39,3264,欣銓,772000,0.94%
40,1560,中砂,252000,0.91%
41,8021,尖點,469000,0.91%
42,6290,良維,527000,0.90%
43,2882,國泰金,1578000,0.89%
44,6446,藥華醫藥,172000,0.87%
45,2449,京元電子,378000,0.86%
46,1519,華城,117000,0.85%
47,8358,金居開發,475000,0.85%
48,8299,群聯電子,60000,0.82%
49,4722,國精化學,595000,0.81%
50,5274,信驊科技,7000,0.63%
