序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,375000,8.94%
2,2383,台光電子,114000,6.40%
3,6223,旺矽,115000,6.21%
4,3037,欣興,558000,5.98%
5,6274,台燿,304000,4.49%
6,3017,奇鋐,157000,4.44%
7,2059,川湖,33000,4.36%
8,5274,信驊科技,26600,4.03%
9,2408,南亞科,771000,4.02%
10,2454,聯發科,102000,3.82%
11,6669,緯穎,56000,3.46%
12,2345,智邦,150000,3.02%
13,2344,華邦電子,1593000,2.85%
14,3189,景碩科技,351000,2.81%
15,8046,南電,246000,2.76%
16,3443,創意電子,49000,2.71%
17,6515,穎崴,40000,2.53%
18,3665,貿聯-KY,88000,1.98%
19,3653,健策,37000,1.97%
20,2308,台達電子,110000,1.90%
21,7769,鴻勁,27000,1.71%
22,2303,聯電,1419000,1.63%
23,5289,宜鼎國際,93000,1.43%
24,2327,國巨*,241000,1.32%
25,3711,日月光投控,199000,1.15%
26,8299,群聯電子,37000,0.76%
27,3081,聯亞光電,26000,0.75%
28,2337,旺宏,440000,0.53%
29,2347,聯強,562000,0.49%
30,2885,元大金,767360,0.49%
31,2360,致茂,23000,0.48%
32,6187,萬潤科技,39000,0.46%
33,2301,光寶科技,174000,0.45%
34,2455,全新,113000,0.45%
35,2467,志聖,82000,0.45%
36,2883,凱基金控,1443000,0.45%
37,3231,緯創,258000,0.45%
38,2890,永豐金控,1124220,0.44%
39,3491,昇達科技,33000,0.42%
40,2368,金像電子,42000,0.40%
41,1560,中砂,58000,0.39%
42,3264,欣銓,193000,0.39%
43,2395,研華,60000,0.38%
44,6196,帆宣,79000,0.38%
45,6584,南俊國際,65000,0.38%
46,8996,高力,35000,0.38%
47,6139,亞翔工程,49000,0.37%
48,8358,金居開發,87000,0.37%
49,3661,世芯-KY,9000,0.33%
50,6213,聯茂,66000,0.33%
