序號,股票代號,股票名稱,股數,權重(%)
1,2337,旺宏,7110000,9.01%
2,3189,景碩科技,1894000,8.25%
3,6515,穎崴,96000,8.22%
4,2330,台積電,440000,7.75%
5,3702,大聯大,6340000,5.28%
6,3105,穩懋,1101000,4.87%
7,2383,台光電子,117000,4.39%
8,6584,南俊國際,558000,3.12%
9,7751,竑騰,150000,2.99%
10,3037,欣興,240000,1.75%
11,6213,聯茂,732000,1.63%
12,2883,凱基金控,6899000,1.22%
13,5274,信驊科技,9000,1.22%
14,5289,宜鼎國際,118000,1.21%
15,8046,南電,145000,1.20%
16,7769,鴻勁,28000,1.14%
17,6805,富世達,66000,1.13%
18,2360,致茂,64000,1.12%
19,2454,聯發科,52000,1.12%
20,3260,威剛科技,311000,1.12%
21,4958,臻鼎-KY,322000,1.12%
22,6223,旺矽,27000,1.10%
23,1303,南亞,1469000,1.09%
24,2313,華通,540000,1.09%
25,2327,國巨*,417000,1.09%
26,5234,達興材料,296000,1.09%
27,2049,上銀科技,418000,1.08%
28,6285,啟碁科技,606000,1.08%
29,2027,大成鋼,3425000,1.07%
30,2308,台達電子,60000,1.07%
31,3533,嘉澤端子,49000,1.06%
32,1815,富喬工業,1169000,1.05%
33,2345,智邦,56000,1.05%
34,3491,昇達科技,82000,1.05%
35,4749,新應材,127000,1.05%
36,1590,亞德客-KY,87000,1.04%
37,6669,緯穎,27000,1.04%
38,2610,華航,7005000,1.03%
39,2606,裕民,2032000,1.02%
40,3036,文曄,607000,1.02%
41,2618,長榮航,3637000,1.01%
42,3665,貿聯-KY,44000,1.01%
43,2368,金像電子,87000,1.00%
44,8210,勤誠興業,106000,0.99%
45,1560,中砂,220000,0.98%
46,2404,漢唐,125000,0.98%
47,3044,健鼎科技,261000,0.97%
48,3017,奇鋐,41000,0.96%
49,3264,欣銓,590000,0.95%
