序號,股票代號,股票名稱,股數,權重(%)
1,2330,台積電,336000,8.16%
2,2454,聯發科,133000,6.18%
3,2383,台光電子,98000,4.73%
4,6223,旺矽,77000,4.41%
5,1303,南亞,1629000,3.83%
6,3017,奇鋐,105000,3.56%
7,3443,創意電子,50000,3.53%
8,2059,川湖,28000,3.45%
9,2408,南亞科,665000,3.45%
10,5274,信驊科技,15600,2.97%
11,3037,欣興,305000,2.95%
12,2345,智邦,138000,2.53%
13,6274,台燿,183000,2.48%
14,6669,緯穎,109191,2.31%
15,2344,華邦電子,1260000,2.23%
16,3189,景碩科技,266000,2.19%
17,3665,貿聯-KY,99000,2.16%
18,6515,穎崴,32000,2.03%
19,2368,金像電子,200000,2.01%
20,8046,南電,181000,1.97%
21,2455,全新,348000,1.91%
22,8996,高力,134000,1.89%
23,2308,台達電子,108000,1.85%
24,3231,緯創,1003000,1.85%
25,2303,聯電,1197000,1.84%
26,3008,大立光電,29000,1.84%
27,4958,臻鼎-KY,388000,1.81%
28,6805,富世達,72000,1.63%
29,3264,欣銓,559000,1.48%
30,3081,聯亞光電,46000,1.31%
31,3653,健策,22000,1.20%
32,6139,亞翔工程,165000,1.19%
33,2327,國巨*,163000,0.89%
34,6147,頎邦,378000,0.85%
35,2337,旺宏,637000,0.76%
36,5289,宜鼎國際,52872,0.69%
37,8210,勤誠興業,75000,0.67%
38,3036,文曄,312000,0.63%
39,6510,精測,18000,0.63%
40,8358,金居開發,121000,0.60%
41,3131,弘塑科技,24000,0.58%
42,8299,群聯電子,24000,0.51%
43,3044,健鼎科技,90000,0.46%
44,6239,力成,165000,0.46%
45,3702,大聯大,359000,0.41%
46,2347,聯強,448000,0.40%
47,6415,矽力*-KY,93000,0.40%
48,2449,京元電子,134000,0.39%
49,2313,華通,165000,0.37%
50,3042,晶技,196000,0.36%
51,2885,元大金,105360,0.07%
